full_extraction,product_extraction,opensearch_save,mongo_product_save,mongo_receipt_update
9185.406923294067,8010.8489990234375,1082.1080207824707,54.84914779663086,20.91383934020996
9185.406923294067,8010.8489990234375,1082.1080207824707,54.84914779663086,20.91383934020996
10249.677896499634,9969.309568405151,167.22416877746582,46.36383056640625,52.25110054016113
9342.736005783081,9180.598735809326,75.61326026916504,44.051408767700195,23.14138412475586
10499.853610992432,10195.470333099365,178.56907844543457,55.539608001708984,57.23094940185547
10674.19147491455,10483.063220977783,80.76238632202148,34.49749946594238,34.334421157836914
7529.543399810791,7396.176099777222,57.04450607299805,40.2829647064209,21.342039108276367
7993.593215942383,7858.442783355713,55.7708740234375,42.07968711853027,22.270917892456055
4354.982376098633,4311.007499694824,0,30.519962310791016,22.270917892456055
10182.23786354065,10043.028831481934,55.94158172607422,48.62189292907715,19.994020462036133
8022.896289825439,7748.210668563843,122.37215042114258,43.12705993652344,63.33184242248535
9324.207305908203,9190.891981124878,57.67107009887695,41.99051856994629,18.96190643310547
8987.247705459595,8821.245431900024,71.76923751831055,53.457021713256836,27.474641799926758
8777.366638183594,8626.985549926758,60.640573501586914,47.88970947265625,26.42035484313965
14960.821151733398,14780.292987823486,104.7966480255127,38.12837600708008,23.546934127807617
9123.98386001587,8986.950874328613,50.30107498168945,49.041748046875,21.1944580078125
9697.689056396484,9567.153215408325,52.48594284057617,45.516014099121094,19.18935775756836
9115.370988845825,8978.506326675415,51.99027061462402,45.49860954284668,23.994922637939453
9046.175241470337,8923.544645309448,52.00815200805664,38.95139694213867,18.052101135253906
66938.40169906616,0,0,0,0
66407.54985809326,0,0,0,0
8191.785573959351,8031.504392623901,60.98127365112305,47.63031005859375,24.69468116760254
5833.055257797241,5710.444450378418,47.28293418884277,35.95232963562012,25.73990821838379
4661.944627761841,4544.692754745483,50.467491149902344,31.542539596557617,21.671056747436523
7785.329103469849,7593.910455703735,50.5833625793457,72.74675369262695,32.15527534484863
8979.529619216919,8808.589696884155,96.59290313720703,39.69216346740723,21.252155303955078
9836.683750152588,9525.875806808472,135.15543937683105,46.334266662597656,79.65254783630371
